= = = = = = p h a r m a c o p o e i a s N-P+Ds
= = = = = = p h e n o b a r b i t o n e N-S
= = = = = = p h i l a n t h r o p i s t N-S
= = = = = = p h i l o l o g i c a l l y ADV-b
= = = = = = p h i l o s o p h i z i n g V-pe+Ding+Ie
= = = = = = p h l e g m a t i c a l l y ADV-b
= = = = = = p h o n o l o g i c a l l y ADV-b
= = = = = = p h o s p h o r e s c e n t A-b
= = = = = = p h o s p h o r e s c i n g V-pe+Ding+Ie
= = = = = = p h o t o s e n s i t i v e A-b
= = = = = = p h o t o s e n s i t i z e V-e1S|V-e2S|V-eP|V-i
= = = = = = p h o t o s y n t h e s i s N-S
= = = = = = p i g e o n - c h e s t e d A-b
= = = = = = p i l e - d w e l l i n g s N-P+Ds
= = = = = = p i t c h - a n d - t o s s N-S
= = = = = = p l a u s i b i l i t i e s N-P+Dies+Iy
= = = = = = p l a y i n g - f i e l d s N-P+Ds
= = = = = = p l e a s u r e - b o a t s N-P+Ds
= = = = = = p l e a s u r e - c r a f t N-P|N-S
= = = = = = p n e u m o c o n i o s i s N-S
= = = = = = p o i n t - t o - p o i n t N-S
= = = = = = p o l i c e - o f f i c e r N-S
= = = = = = p o l i c e - o f f i c e s N-P+Ds
= = = = = = p o l i c e - s t a t i o n N-S
= = = = = = p o l i t i c a l i z i n g V-pe+Ding+Ie
= = = = = = p o l i t i c i z a t i o n N-S
= = = = = = p o l l i n g - b o o t h s N-P+Ds
= = = = = = p o p u l a r i z a t i o n N-S
= = = = = = p o s s e s s i v e n e s s N-S
= = = = = = p o s t a g e - s t a m p s N-P+Ds
= = = = = = p o s t m i s t r e s s e s N-P+Des
= = = = = = p o t e n t i a l i t i e s N-P+Dies+Iy
= = = = = = p o w e r - s t a t i o n s N-P+Ds
= = = = = = p r a c t i c a b i l i t y N-S
= = = = = = p r a c t i c a l i t i e s N-P+Dies+Iy
= = = = = = p r a i s e w o r t h i l y ADV-b
= = = = = = p r a y e r - m e e t i n g N-S
= = = = = = p r e a r r a n g e m e n t N-S
= = = = = = p r e c a r i o u s n e s s N-S
= = = = = = p r e c i s i o n - m a d e A-b
= = = = = = p r e c o c i o u s n e s s N-S
= = = = = = p r e c o n c e p t i o n s N-P+Ds
= = = = = = p r e d e s t i n a t i n g V-pe+Ding+Ie
= = = = = = p r e d e s t i n a t i o n N-S
= = = = = = p r e d e t e r m i n e r s N-P+Ds
= = = = = = p r e d e t e r m i n i n g V-pe+Ding+Ie
= = = = = = p r e d i c t a b i l i t y N-S
= = = = = = p r e d i s p o s i t i o n N-S
= = = = = = p r e f a b r i c a t i n g V-pe+Ding+Ie
= = = = = = p r e f a b r i c a t i o n N-S
= = = = = = p r e f e r e n t i a l l y ADV-b
= = = = = = p r e o c c u p a t i o n s N-P+Ds
= = = = = = p r e o r d a i n m e n t s N-P+Ds
= = = = = = p r e o r d i n a t i o n s N-P+Ds
= = = = = = p r e p o n d e r a n t l y ADV-b
= = = = = = p r e p o n d e r a t i n g V-pe+Ding+Ie
= = = = = = p r e p o s s e s s i o n s N-P+Ds
= = = = = = p r e p o s t e r o u s l y ADV-b
= = = = = = p r e s c r i p t i v e l y ADV-b
= = = = = = p r e s c r i p t i v i s m N-S
= = = = = = p r e s c r i p t i v i s t N-S
= = = = = = p r e s s - a g e n c i e s N-P+Dies+Iy
= = = = = = p r e s s - c l i p p i n g N-S
= = = = = = p r e s s - c u t t i n g s N-P+Ds
= = = = = = p r e s s u r e - g a u g e N-S
= = = = = = p r e s s u r i z a t i o n N-S
= = = = = = p r e s u m p t u o u s l y ADV-b
= = = = = = p r e s u p p o s i t i o n N-S
= = = = = = p r e v a r i c a t i o n s N-P+Ds
= = = = = = p r i n c i p a l i t i e s N-P+Dies+Iy
= = = = = = p r i n t i n g - p r e s s N-S
= = = = = = p r o c e s s - s e r v e r N-S
= = = = = = p r o c o n s u l s h i p s N-P+Ds
= = = = = = p r o c r a s t i n a t e d V-a1S+Dd|V-a2S+Dd|V-a3S+Dd|V-aP+Dd|V-pa+Dd
= = = = = = p r o c r a s t i n a t e s V-e3S+Ds
= = = = = = p r o d u c t i v e n e s s N-S
= = = = = = p r o f e s s i o n a l l y ADV-b
= = = = = = p r o f e s s o r i a l l y ADV-b
= = = = = = p r o f e s s o r s h i p s N-P+Ds
= = = = = = p r o f i t - m a r g i n s N-P+Ds
= = = = = = p r o f i t - s h a r i n g N-S
= = = = = = p r o g n o s t i c a t e d V-a1S+Dd|V-a2S+Dd|V-a3S+Dd|V-aP+Dd|V-pa+Dd
= = = = = = p r o g n o s t i c a t e s V-e3S+Ds
= = = = = = p r o g n o s t i c a t o r N-S
= = = = = = p r o h i b i t i o n i s t N-S
= = = = = = p r o j e c t i o n i s t s N-P+Ds
= = = = = = p r o l i f e r a t i o n s N-P+Ds
= = = = = = p r o n o u n c e m e n t s N-P+Ds
= = = = = = p r o n u n c i a m e n t o N-S
= = = = = = p r o n u n c i a t i o n s N-P+Ds
= = = = = = p r o p a g a n d i z i n g V-pe+Ding+Ie
= = = = = = p r o p o r t i o n a b l e A-b
= = = = = = p r o p o r t i o n a l l y ADV-b
= = = = = = p r o p o s i t i o n i n g V-pe+Ding
= = = = = = p r o p r i e t r e s s e s N-P+Des
= = = = = = p r o t e c t i o n i s t s N-P+Ds
= = = = = = p r o t e c t i v e n e s s N-S
= = = = = = p r o t r u s i v e n e s s N-S
= = = = = = p r o v i d e n t i a l l y ADV-b
= = = = = = p r o v i n c i a l i s m s N-P+Ds
= = = = = = p r u n i n g - k n i v e s N-P+Dves+Ife
= = = = = = p r u n i n g - s h e a r s N-S
= = = = = = p s y c h o a n a l y s e d V-a1S+Dd|V-a2S+Dd|V-a3S+Dd|V-aP+Dd|V-pa+Dd
= = = = = = p s y c h o a n a l y s e s V-e3S+Ds
= = = = = = p s y c h o a n a l y s i s N-S
= = = = = = p s y c h o a n a l y s t s N-P+Ds
= = = = = = p s y c h o a n a l y t i c A-b
= = = = = = p u g n a c i o u s n e s s N-S
= = = = = = p u n c h i n g - b a l l s N-P+Ds
= = = = = = p u r s e - s n a t c h e r N-S
= = = = = = p u t r e f a c t i v e l y ADV-b
= = = = = = p u t t i n g - g r e e n s N-P+Ds
= = = = = = q u a d r i l a t e r a l s N-P+Ds
= = = = = = q u a d r u p l i c a t e d V-a1S+Dd|V-a2S+Dd|V-a3S+Dd|V-aP+Dd|V-pa+Dd
= = = = = = q u a d r u p l i c a t e s V-e3S+Ds
= = = = = = q u a l i f i c a t i o n s N-P+Ds|N-S
= = = = = = q u a n t i f i c a t i o n N-S
= = = = = = q u a n t i t a t i v e l y ADV-b
= = = = = = q u a r t e r - l i g h t s N-P+Ds
= = = = = = q u a r t e r - p l a t e s N-P+Ds
= = = = = = q u a r t e r m a s t e r s N-P+Ds
= = = = = = q u e s t i o n - m a r k s N-P+Ds
= = = = = = q u e s t i o n n a i r e s N-P+Ds
= = = = = = q u i c k - f r e e z i n g V-pe+Ding+Ie
= = = = = = q u i c k - t e m p e r e d A-b
= = = = = = q u i l l - f e a t h e r s N-P+Ds
= = = = = = q u i n t e s s e n t i a l A-b
= = = = = = r a b b i t - b u r r o w s N-P+Ds
= = = = = = r a b b i t - h u t c h e s N-P+Des
= = = = = = r a b b i t - p u n c h e s N-P+Des
= = = = = = r a b b i t - w a r r e n s N-P+Ds
= = = = = = r a b b l e - r o u s e r s N-P+Ds
= = = = = = r a b b l e - r o u s i n g A-b
= = = = = = r a d i o t h e r a p i s t N-S
= = = = = = r a m b u n c t i o u s l y ADV-b
= = = = = = r a p i e r - t h r u s t s N-P+Ds
= = = = = = r a p p r o c h e m e n t s N-P+Ds
= = = = = = r e a c h - m e - d o w n s N-P+Ds
= = = = = = r e a r r a n g e m e n t s N-P+Ds
= = = = = = r e a s o n a b l e n e s s N-S
= = = = = = r e b e l l i o u s n e s s N-S
= = = = = = r e c a p i t u l a t i n g V-pe+Ding+Ie
= = = = = = r e c a p i t u l a t i o n N-S
= = = = = = r e c e i v i n g - s e t s N-P+Ds
= = = = = = r e c e p t i o n - d e s k N-S
= = = = = = r e c o m m e n d a t i o n N-S
= = = = = = r e c o n c i l i a t i o n N-S
= = = = = = r e c o n d i t i o n i n g V-pe+Ding
= = = = = = r e c o n n a i s s a n c e N-S
= = = = = = r e c o n s t i t u t i n g V-pe+Ding+Ie
= = = = = = r e c o n s t r u c t i n g V-pe+Ding
= = = = = = r e c o n s t r u c t i o n N-S
= = = = = = r e c o r d - p l a y e r s N-P+Ds
= = = = = = r e c r i m i n a t i o n s N-P+Ds
= = = = = = r e c r u d e s c e n c e s N-P+Ds
= = = = = = r e c t i f i c a t i o n s N-P+Ds
= = = = = = r e d i s t r i b u t i n g V-pe+Ding+Ie
= = = = = = r e d i s t r i b u t i o n N-S
= = = = = = r e d u p l i c a t i o n s N-P+Ds
= = = = = = r e f o r e s t a t i o n s N-P+Ds
= = = = = = r e f r i g e r a t i o n s N-P+Ds
= = = = = = r e g u l a r i z a t i o n N-S
= = = = = = r e h a b i l i t a t i n g V-pe+Ding+Ie
= = = = = = r e h a b i l i t a t i o n N-S
= = = = = = r e i m b u r s e m e n t s N-P+Ds
= = = = = = r e i n c a r n a t i o n s N-P+Ds
= = = = = = r e i n f o r c e m e n t s N-P+Ds|N-S
= = = = = = r e i n s t a t e m e n t s N-P+Ds
= = = = = = r e l e n t l e s s n e s s N-S
= = = = = = r e m i l i t a r i z i n g V-pe+Ding+Ie
= = = = = = r e m o r s e f u l n e s s N-S
= = = = = = r e m u n e r a t i v e l y ADV-b
= = = = = = r e n t - c o l l e c t o r N-S
= = = = = = r e o r g a n i z a t i o n N-S
= = = = = = r e p l e n i s h m e n t s N-P+Ds
= = = = = = r e p r e s e n t a t i o n N-S
= = = = = = r e p r e s e n t a t i v e A-b|N-S
= = = = = = r e p r e s s i v e n e s s N-S
= = = = = = r e q u i s i t i o n i n g V-pe+Ding
= = = = = = r e s p e c t a b i l i t y N-S
= = = = = = r e s p e c t f u l n e s s N-S
= = = = = = r e s p o n s i b i l i t y N-S
= = = = = = r e s p o n s i v e n e s s N-S
= = = = = = r e s t a u r a n t e u r s N-P+Ds
= = = = = = r e s t i n g - p l a c e s N-P+Ds
= = = = = = r e s u s c i t a t i o n s N-P+Ds
= = = = = = r e t r o g r e s s i o n s N-P+Ds
= = = = = = r e t r o s p e c t i o n s N-P+Ds
= = = = = = r e v e n g e f u l n e s s N-S
= = = = = = r e v e r b e r a t i o n s N-P+Ds
= = = = = = r e v i t a l i z a t i o n N-S
= = = = = = r e v o l u t i o n i z e d V-a1S+Dd|V-a2S+Dd|V-a3S+Dd|V-aP+Dd|V-pa+Dd
= = = = = = r e v o l u t i o n i z e s V-e3S+Ds
= = = = = = r i d i c u l o u s n e s s N-S
= = = = = = r i d i n g - m a s t e r s N-P+Ds
= = = = = = r i d i n g - s c h o o l s N-P+Ds
= = = = = = r i g h t - h a n d e d l y ADV-b
= = = = = = r o a d w o r t h i n e s s N-S
= = = = = = r o c k i n g - c h a i r s N-P+Ds
= = = = = = r o c k i n g - h o r s e s N-P+Ds
= = = = = = r o g u e - e l e p h a n t N-S
= = = = = = r o l l e r - s k a t e r s N-P+Ds
= = = = = = r o l l e r - s k a t i n g V-pe+Ding+Ie
= = = = = = r u b b e r - s t a m p e d V-a1S+Ded|V-a2S+Ded|V-a3S+Ded|V-aP+Ded|V-pa+Ded
= = = = = = r u n n i n g - b o a r d s N-P+Ds
= = = = = = s a b r e - r a t t l i n g A-b|N-S
= = = = = = s a c r i l e g i o u s l y ADV-b
= = = = = = s a d o - m a s o c h i s t N-S
= = = = = = s a f e t y - c a t c h e s N-P+Des
= = = = = = s a f e t y - c u r t a i n N-S
= = = = = = s a f e t y - f a c t o r s N-P+Ds
= = = = = = s a f e t y - m a t c h e s N-P+Des
= = = = = = s a i l i n g - m a s t e r N-S
= = = = = = s a i l i n g - v e s s e l N-S
= = = = = = s a l a d - d r e s s i n g N-S
= = = = = = s a l u b r i o u s n e s s N-S
= = = = = = s a n c t i f i c a t i o n N-S
= = = = = = s a n d w i c h - b o a r d N-S
= = = = = = s a t i s f a c t o r i l y ADV-b
= = = = = = s c a l i n g - l a d d e r N-S
= = = = = = s c a l l o p - s h e l l s N-P+Ds
= = = = = = s c a n d a l m o n g e r s N-P+Ds
= = = = = = s c a t t e r b r a i n e d A-b
= = = = = = s c e n e - p a i n t e r s N-P+Ds
= = = = = = s c h i z o p h r e n i c s N-P+Ds
= = = = = = s c h o o l m i s t r e s s N-S
= = = = = = s c i e n t i f i c a l l y ADV-b
= = = = = = s c i e n t o l o g i s t s N-P+Ds
= = = = = = s c r u p u l o u s n e s s N-S
= = = = = = s c u r r i l o u s n e s s N-S
= = = = = = s e a r c h - p a r t i e s N-P+Dies+Iy
= = = = = = s e a r c h - w a r r a n t N-S
= = = = = = s e a s o n - t i c k e t s N-P+Ds
= = = = = = s e c o n d - c l a s s e s N-P+Des
= = = = = = s e c o n d - s i g h t e d A-b
= = = = = = s e c u l a r i z a t i o n N-S
= = = = = = s e l f - a b a s e m e n t N-S
= = = = = = s e l f - a d d r e s s e d A-b
= = = = = = s e l f - a p p o i n t e d A-b
= = = = = = s e l f - a s s e r t i o n N-S
= = = = = = s e l f - a s s e r t i v e A-b
= = = = = = s e l f - a s s u r a n c e N-S
= = = = = = s e l f - c o l l e c t e d A-b
= = = = = = s e l f - c o m m u n i o n N-S
= = = = = = s e l f - c o n f e s s e d A-b
= = = = = = s e l f - c o n f i d e n t A-b
= = = = = = s e l f - c o n s c i o u s A-b
= = = = = = s e l f - c o n t a i n e d A-b
= = = = = = s e l f - d e f e a t i n g A-b
= = = = = = s e l f - g o v e r n i n g A-b
= = = = = = s e l f - i m p o r t a n t A-b
= = = = = = s e l f - i n d u l g e n t A-b
= = = = = = s e l f - p o s s e s s e d A-b
= = = = = = s e l f - r i g h t e o u s A-b
= = = = = = s e l f - s a c r i f i c e N-S
= = = = = = s e l f - s a t i s f i e d A-b
= = = = = = s e l f - s u f f i c i n g A-b
= = = = = = s e m i - c o n s c i o u s A-b
= = = = = = s e m i c o n d u c t o r s N-P+Ds
= = = = = = s e n s a t i o n a l i s m N-S
= = = = = = s e n s a t i o n a l i s t N-S
= = = = = = s e n t i m e n t a l i s m N-S
= = = = = = s e n t i m e n t a l i s t N-S
= = = = = = s e n t i m e n t a l i t y N-S
= = = = = = s e n t i m e n t a l i z e V-e1S|V-e2S|V-eP|V-i
= = = = = = s e p t u a g e n a r i a n A-b|N-S
= = = = = = s e q u e s t r a t i o n s N-P+Ds
= = = = = = s e r g e a n t - m a j o r N-S
= = = = = = s e r i a l i z a t i o n s N-P+Ds
= = = = = = s e r v i c e a b i l i t y N-S
= = = = = = s e r v o m e c h a n i s m N-S
= = = = = = s e s q u i p e d a l i a n A-b
= = = = = = s e v e n t y - e i g h t s N-P+Ds
= = = = = = s e w i n g - m a c h i n e N-S
= = = = = = s h a b b y - g e n t e e l A-b
= = = = = = s h i p p i n g - a g e n t N-S
= = = = = = s h o c k - b r i g a d e s N-P+Ds
= = = = = = s h o o t i n g - b o x e s N-P+Des
= = = = = = s h o o t i n g - b r a k e N-S
= = = = = = s h o o t i n g - r a n g e N-S
= = = = = = s h o o t i n g - s t i c k N-S
= = = = = = s h o p - a s s i s t a n t N-S
= = = = = = s h o r t - c h a n g i n g V-pe+Ding+Ie
= = = = = = s h o r t - c i r c u i t s N-P+Ds|V-e3S+Ds
= = = = = = s h o r t - t e m p e r e d A-b
= = = = = = s h o r t e s t - l i v e d A-s+Dest-lived+I-lived
= = = = = = s h o r t e s t - r a n g e A-s+Dest-range+I-range
= = = = = = s h o r t s i g h t e d l y ADV-b
= = = = = = s h o u l d e r - b l a d e N-S
= = = = = = s h o u l d e r - f l a s h N-S
= = = = = = s h o u l d e r - s t r a p N-S
= = = = = = s h o v e - h a ' p e n n y N-S
= = = = = = s i c k - h e a d a c h e s N-P+Ds
= = = = = = s i g n i f i c a t i o n s N-P+Ds
= = = = = = s i l v e r - t o n g u e d A-b
= = = = = = s i m p l e - h e a r t e d A-b
= = = = = = s i m p l i f i c a t i o n N-S
= = = = = = s i m u l t a n e o u s l y ADV-b
= = = = = = s i n g l e - d e c k e r s N-P+Ds
= = = = = = s i n g l e - s p a c i n g N-S
= = = = = = s i s t e r s - i n - l a w N-P+Ds-in-law+I-in-law
= = = = = = s k i f f l e - g r o u p s N-P+Ds
= = = = = = s k i p p i n g - r o p e s N-P+Ds
= = = = = = s k i r t i n g - b o a r d N-S
= = = = = = s l a t t e r n l i n e s s N-S
= = = = = = s l a u g h t e r h o u s e N-S
= = = = = = s l e e p i n g - p i l l s N-P+Ds
= = = = = = s l i p - c a r r i a g e s N-P+Ds
= = = = = = s m a s h - a n d - g r a b A-b
= = = = = = s m e l l i n g - s a l t s N-S
= = = = = = s m o o t h - t o n g u e d A-b
= = = = = = s m o o t h i n g - i r o n N-S
= = = = = = s n a c k - c o u n t e r s N-P+Ds
= = = = = = s n a k e - c h a r m e r s N-P+Ds
= = = = = = s n a p - f a s t e n e r s N-P+Ds
= = = = = = s n u f f - c o l o u r e d A-b
= = = = = = s o c i a l i z a t i o n s N-P+Ds
= = = = = = s o c i o l o g i c a l l y ADV-b
= = = = = = s o d a - f o u n t a i n s N-P+Ds
= = = = = = s o f t - p e d a l l i n g V-pe+Dling
= = = = = = s o f t e r - h e a r t e d A-c+Der-hearted+I-hearted
= = = = = = s o f t e s t - s p o k e n A-s+Dest-spoken+I-spoken
= = = = = = s o l d e r i n g - i r o n N-S
= = = = = = s o l i c i t o u s n e s s N-S
= = = = = = s o l i d i f i c a t i o n N-S
= = = = = = s o m n a m b u l a t i n g V-pe+Ding+Ie
= = = = = = s o p h i s t i c a t i n g V-pe+Ding+Ie
= = = = = = s o p h i s t i c a t i o n N-S
= = = = = = s o u ' - s o u ' - e a s t ADV-b|N-S
= = = = = = s o u ' - s o u ' - w e s t ADV-b|N-S
= = = = = = s o u l - s e a r c h i n g A-b|N-S
= = = = = = s o u n d i n g - b o a r d N-S
= = = = = = s o u t h e a s t w a r d s ADV-b
= = = = = = s o u t h w e s t w a r d s ADV-b
= = = = = = s p a c e - c a p s u l e s N-P+Ds
= = = = = = s p a c e - v e h i c l e s N-P+Ds
= = = = = = s p a r k i n g - p l u g s N-P+Ds
= = = = = = s p a r r i n g - m a t c h N-S
= = = = = = s p e a k i n g - t u b e s N-P+Ds
= = = = = = s p e c i a l i z a t i o n N-S
= = = = = = s p e c i f i c a t i o n s N-P+Ds
= = = = = = s p e e c h l e s s n e s s N-S
= = = = = = s p i c k - a n d - s p a n A-b
= = = = = = s p i n d l e - l e g g e d A-b
= = = = = = s p i n d l e - s h a n k s N-P|N-S
= = = = = = s p i n n i n g - w h e e l N-S
= = = = = = s p i r i t - r a p p e r s N-P+Ds
= = = = = = s p i r i t l e s s n e s s N-S
= = = = = = s p i r i t u a l i s t i c A-b
= = = = = = s p i r i t u a l i z i n g V-pe+Ding+Ie
= = = = = = s p l i n t e r - p r o o f A-b
= = = = = = s p o r t s - e d i t o r s N-P+Ds
= = = = = = s p o r t s - j a c k e t s N-P+Ds
= = = = = = s p r i n g - b a l a n c e N-S
= = = = = = s p r i n g - c l e a n e d V-a1S+Ded|V-a2S+Ded|V-a3S+Ded|V-aP+Ded|V-pa+Ded
= = = = = = s p r o c k e t - w h e e l N-S
= = = = = = s q u a r e - b a s h i n g N-S
= = = = = = s q u a s h - r a c k e t s N-S
= = = = = = s t a b i l i z a t i o n s N-P+Ds
= = = = = = s t a g e - m a n a g i n g V-pe+Ding+Ie
= = = = = = s t a g e - w h i s p e r s N-P+Ds
= = = = = = s t a l k i n g - h o r s e N-S
= = = = = = s t a r t i n g - g a t e s N-P+Ds
= = = = = = s t a r t i n g - p o i n t N-S
= = = = = = s t a r t i n g - p o s t s N-P+Ds
= = = = = = s t a t i o n m a s t e r s N-P+Ds
= = = = = = s t e a m r o l l e r i n g V-pe+Ding
= = = = = = s t e e r i n g - w h e e l N-S
= = = = = = s t e p p i n g - s t o n e N-S
= = = = = = s t o c k - i n - t r a d e N-S
= = = = = = s t o r m - l a n t e r n s N-P+Ds
= = = = = = s t o r m - t r o o p e r s N-P+Ds
= = = = = = s t r a t i f i c a t i o n N-S
= = = = = = s t r a w - c o l o u r e d A-b
= = = = = = s t r e e t - u r c h i n s N-P+Ds
= = = = = = s t r i k e - l e a d e r s N-P+Ds
= = = = = = s t r i k e b r e a k e r s N-P+Ds
= = = = = = s t r i k e b r e a k i n g N-S
= = = = = = s t r i p - l i g h t i n g N-S
= = = = = = s t u l t i f i c a t i o n N-S
= = = = = = s u b c o n s c i o u s l y ADV-b
= = = = = = s u b c o n t r a c t i n g V-pe+Ding
= = = = = = s u b c o n t r a c t o r s N-P+Ds
= = = = = = s u b c u t a n e o u s l y ADV-b
= = = = = = s u b l i e u t e n a n t s N-P+Ds
= = = = = = s u b m i s s i v e n e s s N-S
= = = = = = s u b o r d i n a t i o n s N-P+Ds
= = = = = = s u b s t a n t i a t i n g V-pe+Ding+Ie
= = = = = = s u b s t a n t i a t i o n N-S
= = = = = = s u b v e r s i v e n e s s N-S
= = = = = = s u g a r - r e f i n e r y N-S
= = = = = = s u n s h i n e - r o o f s N-P+Ds
= = = = = = s u p e r a b o u n d i n g V-pe+Ding
= = = = = = s u p e r a b u n d a n c e N-S
= = = = = = s u p e r a n n u a t i n g V-pe+Ding+Ie
= = = = = = s u p e r a n n u a t i o n N-S
= = = = = = s u p e r c i l i o u s l y ADV-b
= = = = = = s u p e r e r o g a t i o n N-S
= = = = = = s u p e r f i c i a l i t y N-S
= = = = = = s u p e r i n t e n d e n t N-S
= = = = = = s u p e r i n t e n d i n g V-pe+Ding
= = = = = = s u p e r n a t u r a l l y ADV-b
= = = = = = s u p e r s c r i p t i o n N-S
= = = = = = s u p e r s t r u c t u r e N-S
= = = = = = s u r e f o o t e d n e s s N-S
= = = = = = s u r f a c e - t o - a i r A-b
= = = = = = s u s c e p t i b i l i t y N-S
= = = = = = s w i m m i n g - b a t h s N-P+Ds
= = = = = = s w i m m i n g - p o o l s N-P+Ds
= = = = = = s w i z z l e - s t i c k s N-P+Ds
= = = = = = s w o l l e n - h e a d e d A-b
= = = = = = s y m b o l i z a t i o n s N-P+Ds
= = = = = = s y m p a t h i z i n g l y ADV-b
= = = = = = s y n c h r o f l a s h e s N-P+Des
= = = = = = s y s t e m a t i c a l l y ADV-b
= = = = = = t a b l e s p o o n f u l s N-P+Ds
= = = = = = t a b l e s p o o n s f u l N-P+Dsful+Iful
= = = = = = t a l k i n g - p o i n t s N-P+Ds
= = = = = = t a m - o ' - s h a n t e r N-S
= = = = = = t a p e - r e c o r d e r s N-P+Ds
= = = = = = t a s k m i s t r e s s e s N-P+Des
= = = = = = t a t t e r d e m a l i o n N-S
= = = = = = t a x - c o l l e c t o r s N-P+Ds
= = = = = = t e c h n i c a l i t i e s N-P+Dies+Iy
= = = = = = t e l e g r a p h - l i n e N-S
= = = = = = t e l e g r a p h - p o l e N-S
= = = = = = t e l e g r a p h - p o s t N-S
= = = = = = t e l e g r a p h - w i r e N-S
= = = = = = t e l e o l o g i c a l l y ADV-b
= = = = = = t e l e p a t h i c a l l y ADV-b
= = = = = = t e l e p h o t o g r a p h N-S
= = = = = = t e l e t y p e w r i t e r N-S
= = = = = = t e m p e s t - t o s s e d A-b
= = = = = = t e n e m e n t - h o u s e N-S
= = = = = = t e r c e n t e n a r i e s N-P+Dies+Iy
= = = = = = t e r c e n t e n n i a l s N-P+Ds
= = = = = = t e r g i v e r s a t i n g V-pe+Ding+Ie
= = = = = = t e r g i v e r s a t i o n N-S
= = = = = = t e r m i n o l o g i c a l A-b
= = = = = = t e r p s i c h o r e a n s N-P+Ds
= = = = = = t h a n k - o f f e r i n g N-S
= = = = = = t h e r m o d y n a m i c s N-S
= = = = = = t h e r m o p l a s t i c s N-P+Ds
= = = = = = t h o u g h t - r e a d e r N-S
= = = = = = t h o u g h t f u l n e s s N-S
= = = = = = t h r e e - c o r n e r e d A-b
= = = = = = t h r e e - q u a r t e r s N-P+Ds
= = = = = = t h r e e - s t o r e y e d A-b
= = = = = = t h r o t t l e - v a l v e N-S
= = = = = = t i m e - c o n s u m i n g A-b
= = = = = = t i m e - e x p o s u r e s N-P+Ds
= = = = = = t i t t l e - t a t t l e d V-a1S+Dd|V-a2S+Dd|V-a3S+Dd|V-aP+Dd|V-pa+Dd
= = = = = = t i t t l e - t a t t l e s V-e3S+Ds
= = = = = = t o a s t i n g - f o r k s N-P+Ds
= = = = = = t o n g u e - t w i s t e r N-S
= = = = = = t o p s y - t u r v y d o m N-S
= = = = = = t o r t o i s e s h e l l s N-P+Ds
= = = = = = t r a c t a b i l i t i e s N-P+Dies+Iy
= = = = = = t r a d e - u n i o n i s m N-S
= = = = = = t r a d e - u n i o n i s t N-S
= = = = = = t r a d i t i o n a l i s m N-S
= = = = = = t r a d i t i o n a l i s t N-S
= = = = = = t r a i n i n g - s h i p s N-P+Ds
= = = = = = t r a m p - s t e a m e r s N-P+Ds
= = = = = = t r a n q u i l l i z e r s N-P+Ds
= = = = = = t r a n q u i l l i z i n g V-pe+Ding+Ie
= = = = = = t r a n s c e n d e n t a l A-b
= = = = = = t r a n s c e n d e n t l y ADV-b
= = = = = = t r a n s c r i p t i o n s N-P+Ds
= = = = = = t r a n s f o r m a t i o n N-S
= = = = = = t r a n s g r e s s i o n s N-P+Ds
= = = = = = t r a n s i s t o r i z e d A-b|V-a1S+Dd|V-a2S+Dd|V-a3S+Dd|V-aP+Dd|V-pa+Dd
= = = = = = t r a n s i s t o r i z e s V-e3S+Ds
= = = = = = t r a n s i t i o n a l l y ADV-b
= = = = = = t r a n s l i t e r a t e d V-a1S+Dd|V-a2S+Dd|V-a3S+Dd|V-aP+Dd|V-pa+Dd
= = = = = = t r a n s l i t e r a t e s V-e3S+Ds
= = = = = = t r a n s m i g r a t i n g V-pe+Ding+Ie
= = = = = = t r a n s m i g r a t i o n N-S
= = = = = = t r a n s m o g r i f i e d V-a1S+Died+Iy|V-a2S+Died+Iy|V-a3S+Died+Iy|V-aP+Died+Iy|V-pa+Died+Iy
= = = = = = t r a n s m o g r i f i e s V-e3S+Dies+Iy
= = = = = = t r a n s m u t a t i o n s N-P+Ds
= = = = = = t r a n s o m - w i n d o w N-S
= = = = = = t r a n s p a r e n c i e s N-P+Dies+Iy
= = = = = = t r a n s p o r t a t i o n N-S
= = = = = = t r a n s p o s i t i o n s N-P+Ds
= = = = = = t r a n s s h i p m e n t s N-P+Ds
= = = = = = t r a v e l - s t a i n e d A-b
= = = = = = t r e a s u r e - h o u s e N-S
= = = = = = t r e a s u r e - t r o v e N-S
= = = = = = t r e s t l e - b r i d g e N-S
= = = = = = t r e s t l e - t a b l e s N-P+Ds
= = = = = = t r o o p - c a r r i e r s N-P+Ds
= = = = = = t r o u b l e s h o o t e r N-S
= = = = = = t r u e s t - h e a r t e d A-s+Dst-hearted+I-hearted
= = = = = = t u r n i n g - p o i n t s N-P+Ds
= = = = = = u n - g e t - a t - a b l e A-b
= = = = = = u n a p p r o a c h a b l e A-b
= = = = = = u n c o m p r o m i s i n g A-b
= = = = = = u n c o n s c i o n a b l e A-b
= = = = = = u n c o n s c i o n a b l y ADV-b
= = = = = = u n c o n v e n t i o n a l A-b
= = = = = = u n d e r c a r r i a g e s N-P+Ds
= = = = = = u n d e r d e v e l o p e d A-b
= = = = = = u n d e r e s t i m a t e d V-a1S+Dd|V-a2S+Dd|V-a3S+Dd|V-aP+Dd|V-pa+Dd
= = = = = = u n d e r e s t i m a t e s N-P+Ds|V-e3S+Ds
= = = = = = u n d e r e x p o s u r e s N-P+Ds
